,city,lat,lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
369,camopi,3.1655,-52.3158,78.13,87,100,4.56,GF,1659033008
370,tactic,15.3333,-90.3,68.4,61,100,4.61,GT,1659033009
371,padilla,3.2204,-76.3139,81.9,70,46,2.68,CO,1659033009
372,luanda,-8.8368,13.2343,69.96,84,100,12.1,AO,1659032920
373,ambilobe,-13.2,49.05,67.95,86,15,2.86,MG,1659033010
374,mwinilunga,-11.7358,24.4293,60.24,40,100,5.17,ZM,1659033010
375,buchanan,5.8808,-10.0467,75.36,75,95,6.91,LR,1659033010
376,pudozh,61.8099,36.5345,59.94,94,100,2.44,RU,1659033012
377,luwuk,-0.9516,122.7875,75.63,90,90,5.17,ID,1659033012
378,rio grande city,26.3798,-98.8203,96.12,26,24,15.43,US,1659033012
379,gazanjyk,39.2446,55.5154,88.83,41,99,13.18,TM,1659033012
380,sabinov,49.1031,21.0988,76.39,74,17,4.18,SK,1659033013
381,rawatsar,29.2833,74.3833,88.29,64,100,9.82,IN,1659033013
382,flin flon,54.7682,-101.865,75.04,33,20,3.44,CA,1659033015
383,kodinar,20.7903,70.7031,80.37,84,82,10.96,IN,1659033015
384,dillon,34.4166,-79.3712,97.95,32,76,11.97,US,1659033015
385,zhanaozen,43.3,52.8,76.5,55,7,12.55,KZ,1659033016
386,korba,22.35,82.6833,80.87,81,100,0.31,IN,1659033016
387,lexington,37.9887,-84.4777,84.69,75,20,8.05,US,1659032749
388,asvanyraro,47.8273,17.4942,82.58,41,6,4.52,HU,1659033016
389,broken hill,-31.95,141.4333,45.54,52,58,7.52,AU,1659032883
390,komsomolskiy,40.4272,71.7189,90.32,19,100,13.8,UZ,1659033017
391,sao jose da coroa grande,-8.8978,-35.1478,77.68,78,26,6.33,BR,1659033017
392,tahoua,14.8888,5.2692,78.78,78,20,3.44,NE,1659033018
393,wuwei,37.9281,102.6414,70.88,26,63,6.96,CN,1659033018
394,umm kaddadah,13.6017,26.6876,85.75,46,100,11.99,SD,1659033019
395,san cristobal,7.7669,-72.225,77.18,55,98,7.29,VE,1659033019
396,cockburn town,21.4612,-71.1419,85.96,62,40,12.66,TC,1659033020
397,saint anthony,45.0205,-93.218,76.28,51,75,19.57,US,1659033020
398,along,28.1667,94.7667,73.8,98,60,0.58,IN,1659033020
399,hami,42.8,93.45,87.51,11,31,16.91,CN,1659033021
400,moussoro,13.6408,16.4901,88.9,46,100,5.7,TD,1659033021
401,columbus,39.9612,-82.9988,86.68,54,40,11.5,US,1659032750
402,okhotsk,59.3833,143.3,56.89,91,5,7.16,RU,1659033021
403,walvis bay,-22.9575,14.5053,55.09,76,2,4.61,NA,1659033022
404,southbridge,42.0751,-72.0334,86.36,75,76,3.0,US,1659033022
405,guerrero negro,27.9769,-114.0611,78.64,55,18,12.28,MX,1659033023
406,zhezkazgan,47.8043,67.7144,73.31,51,11,13.71,KZ,1659033023
407,yoichi,43.2039,140.7703,68.77,87,97,2.19,JP,1659033023
408,san carlos,9.6612,-68.5827,81.91,78,66,2.89,VE,1659032969
409,masuguru,-11.3667,38.4167,75.9,45,69,3.74,TZ,1659033024
410,maragogi,-9.0122,-35.2225,77.22,80,38,6.29,BR,1659033024
411,morant bay,17.8815,-76.4093,87.42,71,23,10.65,JM,1659033025
412,mounana,-1.4085,13.1586,79.86,51,100,3.58,GA,1659033025
413,ladario,-19.0047,-57.6017,95.29,28,0,9.22,BR,1659033025
414,kharan,28.5833,65.4167,80.02,75,100,8.9,PK,1659033026
415,skjervoy,70.0311,20.9714,51.8,72,90,5.35,NO,1659033026
416,aswan,24.0934,32.907,95.16,16,68,9.98,EG,1659033027
417,laguna,38.421,-121.4238,92.01,49,0,6.91,US,1659033027
418,huarmey,-10.0681,-78.1522,68.83,68,12,11.41,PE,1659033027
419,araouane,18.9048,-3.5265,104.77,15,93,8.39,ML,1659033027
420,yumen,40.2833,97.2,78.58,12,93,9.98,CN,1659033028
421,srednekolymsk,67.45,153.6833,47.25,66,6,9.1,RU,1659033028
422,coos bay,43.3665,-124.2179,73.99,84,0,10.36,US,1659033028
423,mogok,22.9167,96.5,66.49,90,100,2.06,MM,1659033029
424,skibbereen,51.55,-9.2667,63.1,87,83,6.55,IE,1659033029
425,vardo,70.3705,31.1107,48.18,93,75,24.16,NO,1659033030
426,waingapu,-9.6567,120.2641,72.39,83,100,11.23,ID,1659033031
427,vieira de leiria,39.8695,-8.9324,75.85,80,40,18.41,PT,1659033031
428,michigan city,41.7075,-86.895,80.06,65,0,6.91,US,1659032988
429,illela,13.7292,5.2975,79.66,63,100,4.68,NG,1659033031
430,zaranj,30.9667,61.8833,96.76,34,100,19.3,AF,1659032858
431,geraldton,-28.7667,114.6,57.61,94,97,11.5,AU,1659033032
432,gornyy,55.1153,83.9059,58.33,88,12,5.61,RU,1659033033
433,guasdualito,7.2424,-70.7324,78.85,90,96,6.11,VE,1659033033
434,tashtagol,52.7657,87.8894,55.58,73,100,4.72,RU,1659033033
435,mercedes,-34.6515,-59.4307,59.79,47,5,16.15,AR,1659033033
436,okha,53.5739,142.9478,54.59,94,76,8.75,RU,1659033034
437,natal,-5.795,-35.2094,86.22,62,20,17.27,BR,1659032801
438,manggar,-2.8833,108.2667,80.8,82,99,9.86,ID,1659033034
439,palmas bellas,9.2319,-80.0867,76.55,89,100,6.29,PA,1659033034
440,mackay,-21.15,149.2,49.68,81,90,8.97,AU,1659033035
441,george town,5.4112,100.3354,81.95,89,20,3.44,MY,1659032844
442,tvoroyri,61.5556,-6.8111,53.31,91,78,12.91,FO,1659033035
443,erzin,36.9559,36.2,78.84,58,0,1.92,TR,1659033035
444,xuzhou,34.1805,117.1571,74.19,95,93,1.19,CN,1659033036
445,taltal,-25.4,-70.4833,65.53,66,99,8.46,CL,1659033036
446,badin,24.656,68.8384,81.93,79,16,14.92,PK,1659033036
447,lavrentiya,65.5833,-171.0,43.03,89,100,5.14,RU,1659033037
448,cap malheureux,-19.9842,57.6142,69.48,74,3,3.0,MU,1659033037
449,mattawa,46.7379,-119.9028,103.01,17,0,2.37,US,1659033038
450,fairbanks,64.8378,-147.7164,56.48,73,75,0.0,US,1659032822
451,tayshet,55.9342,98.0044,56.91,96,100,4.81,RU,1659033038
452,roald,62.5833,6.1333,65.16,77,0,10.36,NO,1659033038
453,saint-pierre,-21.3393,55.4781,67.91,78,0,5.75,RE,1659033039
454,nemuro,43.3236,145.575,60.4,92,94,6.08,JP,1659033039
455,mount pleasant,32.7941,-79.8626,93.0,65,40,14.97,US,1659033039
456,itarema,-2.9248,-39.9167,82.0,65,67,18.7,BR,1659033039
457,chicama,-7.8447,-79.1469,59.54,56,13,10.49,PE,1659033040
458,ballina,-28.8667,153.5667,50.02,98,1,6.55,AU,1659033040
459,san joaquin,37.9333,-121.3011,85.53,41,0,5.75,US,1659033041
460,port-cartier,50.0334,-66.8654,68.22,75,60,10.56,CA,1659032830
461,anamur,36.0751,32.8369,84.42,56,0,9.35,TR,1659033041
462,pyu,18.4833,96.4333,78.35,90,95,4.18,MM,1659033042
463,le port,-20.9373,55.2919,69.76,79,97,4.74,RE,1659033042
464,tezu,27.9167,96.1667,74.48,96,34,3.33,IN,1659033043
465,havoysund,70.9963,24.6622,50.23,83,24,13.13,NO,1659033043
466,cozumel,20.5083,-86.9458,93.27,65,75,8.99,MX,1659033043
467,teguise,29.0605,-13.564,75.42,61,20,26.46,ES,1659033043
468,diffa,13.3154,12.6113,87.58,48,76,6.93,NE,1659033044
469,palana,59.1167,159.9667,47.1,75,100,3.47,RU,1659033044
470,maraa,-1.8333,-65.3667,86.81,56,88,1.16,BR,1659033044
471,seaford,50.7714,0.1027,71.33,57,82,11.01,GB,1659032857
472,mutuipe,-13.2286,-39.5047,73.13,73,43,5.75,BR,1659033045
473,sangar,63.9242,127.4739,65.1,76,5,1.66,RU,1659033045
474,pacific grove,36.6177,-121.9166,75.81,90,40,11.01,US,1659033045
475,sikasso,10.9167,-7.0,78.49,77,87,4.68,ML,1659033046
476,yulara,-25.2406,130.9889,48.13,31,99,8.16,AU,1659033046
477,acapulco,16.8634,-99.8901,87.62,62,40,0.0,MX,1659032919
478,abu samrah,35.3029,37.1841,88.05,21,0,8.93,SY,1659033046
479,kulhudhuffushi,6.6221,73.07,81.52,79,100,17.92,MV,1659033047
480,amarpatan,24.3167,80.9833,81.68,79,100,1.59,IN,1659033047
481,gualeguay,-33.1416,-59.3097,61.0,40,40,15.82,AR,1659032963
482,chara,56.9064,118.2631,63.73,71,100,3.22,RU,1659033048
483,makakilo city,21.3469,-158.0858,79.12,63,0,6.91,US,1659032831
484,ketchikan,55.3422,-131.6461,70.27,60,0,9.22,US,1659033048
485,porto walter,-8.2686,-72.7439,91.31,41,15,3.11,BR,1659033049
486,banos,-1.4,-78.4167,72.61,75,88,6.6,EC,1659033049
487,dukat,62.55,155.55,48.94,61,100,3.62,RU,1659033049
488,isangel,-19.55,169.2667,69.91,94,100,2.3,VU,1659033050
489,zhangye,38.9342,100.4517,74.01,32,0,7.58,CN,1659033050
490,raudeberg,61.9875,5.1352,59.67,77,19,14.88,NO,1659033050
491,tazovskiy,67.4667,78.7,51.64,90,28,7.92,RU,1659033050
492,lyngseidet,69.5763,20.2189,51.8,89,93,3.29,NO,1659033051
493,sergeyevka,53.88,67.4158,60.37,97,100,12.37,KZ,1659033051
494,loa janan,-0.583,117.095,72.91,99,100,1.45,ID,1659033051
495,yerbogachen,61.2767,108.0108,63.09,96,99,5.03,RU,1659033052
496,tual,-5.6667,132.75,78.17,86,90,23.2,ID,1659033052
497,kedrovyy,56.1667,91.8167,61.21,91,54,0.96,RU,1659033052
498,jacareacanga,-6.2222,-57.7528,99.21,20,2,1.74,BR,1659033053
499,sechura,-5.5569,-80.8222,77.58,54,6,12.06,PE,1659033053
500,koungou,-12.7336,45.2042,74.91,78,0,6.91,YT,1659033053
501,calafell,41.2,1.5683,85.53,88,0,6.51,ES,1659033054
502,belaya gora,68.5333,146.4167,47.46,57,100,10.96,RU,1659033054
503,bilgram,27.1833,80.0333,83.68,75,100,2.8,IN,1659033054
504,kudahuvadhoo,2.6708,72.8944,82.02,75,34,12.66,MV,1659033054
505,filingue,14.3521,3.3168,87.85,51,100,13.6,NE,1659033055
506,fort frances,48.5999,-93.4003,64.62,68,75,12.66,CA,1659032776
507,najran,17.4924,44.1277,90.25,31,15,4.63,SA,1659033055
508,burns lake,54.2331,-125.7533,76.42,29,0,3.09,CA,1659033056
509,saint-augustin,51.226,-58.6502,58.77,70,100,11.54,CA,1659033056
510,loikaw,19.6742,97.2094,69.19,89,66,2.46,MM,1659033056
511,cowra,-33.8333,148.6833,41.61,96,100,2.84,AU,1659033056
512,eydhafushi,5.1033,73.0708,81.68,77,97,15.86,MV,1659033057
513,angoche,-16.2325,39.9086,69.64,80,29,8.7,MZ,1659033057
514,kahului,20.8947,-156.47,79.84,64,20,18.01,US,1659032779
515,behshahr,36.6923,53.5526,75.15,84,100,9.22,IR,1659033058
516,ossora,59.2353,163.0719,51.12,71,100,3.98,RU,1659033058
517,spring hill,28.4769,-82.5255,95.05,63,75,4.61,US,1659033030
518,kloulklubed,7.0419,134.2556,75.7,73,100,4.38,PW,1659033058
519,richards bay,-28.783,32.0377,67.5,78,0,13.78,ZA,1659033059
520,bambanglipuro,-7.95,110.2833,72.68,91,59,1.41,ID,1659033059
521,weihe,32.9952,105.3247,66.29,98,42,1.23,CN,1659033059
522,cukai,4.25,103.4167,75.15,88,100,5.28,MY,1659033059
523,taraclia,45.9,28.6689,79.09,45,77,5.86,MD,1659033059
524,rudbar,30.15,62.6,92.53,42,100,18.7,AF,1659033060
525,buraydah,26.326,43.975,100.85,11,100,12.17,SA,1659033060
526,san policarpo,12.1791,125.5072,79.84,86,100,8.08,PH,1659033060
527,kayes,14.0,-11.0,83.21,69,51,11.77,ML,1659033061
528,muroto,33.2833,134.15,79.86,87,17,11.83,JP,1659033062
529,suez,29.9737,32.5263,81.5,50,0,11.41,EG,1659033062
530,kapuskasing,49.4169,-82.4331,69.89,68,75,11.5,CA,1659033062
531,natitingou,10.3042,1.3796,72.55,92,100,4.97,BJ,1659033062
532,rawson,-43.3002,-65.1023,53.91,48,5,19.8,AR,1659033063
533,lac du bonnet,50.2536,-96.0612,63.55,81,100,11.59,CA,1659033063
534,port moresby,-9.4431,147.1797,76.42,88,75,11.5,PG,1659033064
535,boca do acre,-8.7522,-67.3978,98.64,23,3,1.9,BR,1659033064
536,lucapa,-8.4192,20.7447,73.0,23,65,2.57,AO,1659033064
537,karacabey,40.2152,28.4038,77.38,74,0,6.91,TR,1659033065
538,silver city,32.7701,-108.2803,75.02,63,40,5.99,US,1659033065
539,kieta,-6.2167,155.6333,77.29,87,100,4.14,PG,1659033065
540,carire,-3.9506,-40.4733,94.68,30,89,5.95,BR,1659033066
541,matiari,25.5961,68.4467,83.43,74,61,20.02,PK,1659033066
542,jiayuguan,39.8167,98.3,76.84,17,3,10.13,CN,1659033066
543,poum,-20.2333,164.0167,71.15,76,1,9.82,NC,1659033066
544,katsuura,35.1333,140.3,79.12,91,81,9.66,JP,1659033067
545,marathon,44.9,-89.7668,71.35,55,75,14.97,US,1659033067
546,na wa,17.4897,104.1006,80.96,75,100,1.39,TH,1659033067
547,havelock,34.8791,-76.9013,95.05,79,100,8.01,US,1659033068
548,vanimo,-2.6741,141.3028,76.42,91,39,5.37,PG,1659033068
549,novobirilyussy,56.9514,90.6661,56.37,93,93,3.4,RU,1659033068
550,bulgan,48.8125,103.5347,49.64,93,100,1.32,MN,1659033069
551,mehamn,71.0357,27.8492,49.95,81,75,16.11,NO,1659033069
552,waipawa,-41.4122,175.5153,44.67,92,36,3.22,NZ,1659033069
553,los llanos de aridane,28.6585,-17.9182,73.13,81,20,23.02,ES,1659033070
554,netanya,32.3329,34.8599,84.94,79,0,6.31,IL,1659033070
555,filadelfia,39.9523,-75.1638,93.04,57,75,11.5,US,1659032777
556,svetlogorsk,52.6333,29.7333,65.17,65,100,4.09,BY,1659033070
557,flinders,-34.5833,150.8552,49.17,85,69,5.99,AU,1659033071
558,gravdal,68.1214,13.5031,53.2,73,92,12.71,NO,1659033071
559,zhashkiv,49.2454,30.1102,67.87,43,2,8.66,UA,1659033071
560,taywarah,33.35,64.4167,66.85,36,7,5.01,AF,1659033072
561,kalulushi,-12.8378,28.0919,60.44,42,56,4.81,ZM,1659033073
